no,code,name,industry_code,industry,shares,capital_stock,par_value
281,336260,Doosan Fuel Cell,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,65493726,8184422600,100
431,336370,Solus Advanced Materials,32602,Manufacture of Electronic Components,35111195,4545576400,100
1886,336570,WON TECH,32701,Manufacture of Medical Appliances and Instruments,88173915,8817391500,100
2592,337840,UXN,32701,Manufacture of Medical Appliances and Instruments,3673541,1836770500,500
1327,337930,BrandXcorp,106309,Other Information Service Activities,29266589,14786208000,500
96,338100,NH Prime REIT,126801,Real Estate Activities with Own or Leased Property,18660000,9330000000,500
1324,338220,VUNO,105802,Software Development and Supply,11447156,1144715600,100
165,339770,KYOCHON F&amp;B,74603,Wholesale of Food Beverages and Tobaccos,24982540,12579150000,500
1588,339950,IBKIMYOUNG,168505,General Private Educational Institute,44946655,4494665500,100
1064,340360,Davolink,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,42765160,4276516000,100
1444,340440,SERIM B&amp;G,32202,Manufacture of Plastic Products,28378364,2837836400,100
2285,340570,T&amp;L,32103,Manufacture of Medical Supplies and Related Other Medicaments,8128000,4464000000,500
1556,340810,CUBOX,105802,Software Development and Supply,10347861,5173930500,500
1945,340930,YET,32902,Manufacture of Special-Purpose Machinery,11468150,5734075000,500
2633,341170,Future Medicine,137001,Research and Experimental Development On Natural Sciences and Engineering,10533205,5266602500,500
2598,341310,E&amp;H,31309,Manufacture of Other Made-Up Textile Articles Except Apparel,17293400,1729340000,100
2513,343090,HLB SCIENCE,32103,Manufacture of Medical Supplies and Related Other Medicaments,12956250,6478125000,500
634,344820,KCC GLASS,32301,Manufacture of Glass and Glass Products,15970512,15970512000,1000
1969,344860,INNOGENE,32004,Manufacture of Other Chemical Products,12030000,1203000000,100
2619,346010,TIDE,32602,Manufacture of Electronic Components,4860062,2430031000,500
1458,347000,SENKO,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,33004976,16899988000,500
1190,347700,LSCORP,105802,Software Development and Supply,10227950,5113975000,500
2379,347740,P&amp;K Skin Research Center,137309,Other Professional Scientific and Technical Services n.e.c.,30010576,15005288000,500
2391,347770,PIMS,32602,Manufacture of Electronic Components,22857042,11528271000,500
1632,347860,Alchera,105802,Software Development and Supply,21550372,10775186000,500
1793,347890,M2I,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,16798204,1679820400,100
1263,348030,MOBIRIX,105802,Software Development and Supply,9603800,960380000,100
2224,348080,Quratis,137001,Research and Experimental Development On Natural Sciences and Engineering,38591180,19295590000,500
966,348150,KoBioLabs,137001,Research and Experimental Development On Natural Sciences and Engineering,18872208,9436104000,500
1041,348210,NEXTIN,32902,Manufacture of Special-Purpose Machinery,10196878,5098439000,500
1056,348340,NEUROMEKA,32902,Manufacture of Special-Purpose Machinery,10446270,5223135000,500
1904,348350,WITHTECH,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,10183600,5091800000,500
1766,348370,Enchem,32001,Manufacture of Basic Chemicals,16268221,8134110500,500
591,348950,JR GLOBAL REIT,126801,Real Estate Activities with Own or Leased Property,197376000,197376000000,1000
564,350520,IGIS RESIDENCE,126801,Real Estate Activities with Own or Leased Property,28358617,28358617000,1000
1673,351320,SAT,32902,Manufacture of Special-Purpose Machinery,22015886,2201588600,100
1982,351330,ISAAC Engineering,106201,Computer programming System Integration and Management Services,8288520,4144260000,500
1549,352480,C&amp;C International,32004,Manufacture of Other Chemical Products,10013941,1001394100,100
1551,352700,CNTUS,31309,Manufacture of Other Made-Up Textile Articles Except Apparel,27276899,14336649500,500
2242,352770,Clinomics,32103,Manufacture of Medical Supplies and Related Other Medicaments,31975079,3197507900,100
704,352820,HYBE,105902,Audio Publishing and Original Master Recordings,41652097,20826048500,500
1815,352910,Obigo,106201,Computer programming System Integration and Management Services,12166093,6083046500,500
2010,352940,ENBIO,32003,Manufacture of Fertilizers Pesticides Germicides and Insecticides,10867730,5991545000,500
2493,353190,Hurum,31007,Manufacture of Other Food Products,39378420,3937842000,100
207,353200,DAEDUCK ELEC,32602,Manufacture of Electronic Components,49416925,25756222000,500
1826,353590,AUTO&amp;,74502,Sale of Motor Vehicle Parts and Accessories,12875570,6437785000,500
1999,353810,EASY BIO,31008,Manufacture of Livestock Feeds and Prepared Animal Feeds,34191720,3419172000,100
1761,354200,NGeneBio,137309,Other Professional Scientific and Technical Services n.e.c.,12889227,12889227000,1000
1625,354320,ALMAC,32402,Manufacture of Basic Precious and Non-ferrous Metals,6391381,3195690500,500
2548,354390,BASKHANBIO,32102,Manufacture of Medicaments,7018247,17545617500,2500
2204,355150,KOSTECSYS,32601,Manufacture of Semiconductor,36667807,3666780700,100
2234,355390,CWORKS,105802,Software Development and Supply,3990882,3990882000,1000
1743,356680,AXGATE,105802,Software Development and Supply,28468492,2846849200,100
2291,356860,TLB,32602,Manufacture of Electronic Components,9832630,4916315000,500
1538,356890,CyberOne,105802,Software Development and Supply,4756530,2378265000,500
643,357120,KLI REIT,126801,Real Estate Activities with Own or Leased Property,88534474,44267237000,500
1712,357230,H.PIO,31007,Manufacture of Other Food Products,20861919,10430959500,500
325,357250,MAPS REIT 1,126801,Real Estate Activities with Own or Leased Property,20100000,20100000000,1000
306,357430,MASTERN PREMIER REIT 1,126801,Real Estate Activities with Own or Leased Property,26580000,26580000000,1000
1429,357550,Sukgyung,32001,Manufacture of Basic Chemicals,5455000,2727500000,500
1570,357580,Amosense,32602,Manufacture of Electronic Components,11220264,5624737000,500
1477,357780,Soulbrain,32004,Manufacture of Other Chemical Products,7778566,3889283000,500
1358,357880,Bitnine,105802,Software Development and Supply,10443956,5221978000,500
2108,358570,GI Innovation,137001,Research and Experimental Development On Natural Sciences and Engineering,22054300,11027150000,500
1553,359090,C&amp;R Research,137309,Other Professional Scientific and Technical Services n.e.c.,54802263,5480226300,100
2250,360070,TOP MATERIAL,32802,Manufacture of Primary Cells and Batteries and Accumulators,7984343,3992171500,500
2058,361390,Genohco,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,7500789,3782394500,500
1626,361570,RBW,105902,Audio Publishing and Original Master Recordings,28635291,14394193500,500
122,361610,SKIET,32802,Manufacture of Primary Cells and Batteries and Accumulators,71297592,71297592000,1000
1382,361670,SAMYOUNG S&amp;C,32602,Manufacture of Electronic Components,5667658,2833829000,500
2132,362320,CHUNGDAMGLOBAL,74604,Wholesale of Household Goods,20551290,10275645000,500
2124,363250,Genesystem,32701,Manufacture of Medical Appliances and Instruments,6961390,3480695000,500
1262,363260,Mobidays,137103,Advertising,160818847,16081884700,100
680,363280,TY Holdings,116409,Other Financial Intermediation,50429268,25836141000,500
2223,365270,the curacle,137001,Research and Experimental Development On Natural Sciences and Engineering,13855342,6927671000,500
1439,365340,SungEel HiTech,32001,Manufacture of Basic Chemicals,12016200,6008100000,500
26,365550,ESR KS REIT,126801,Real Estate Activities with Own or Leased Property,213089000,213089000000,1000
2410,365590,HiDeep,32601,Manufacture of Semiconductor,140718430,14071843000,100
1331,365900,VC,33303,Manufacture of Sports and Athletic Goods,7310300,3655150000,500
972,366030,09WOMEN,31404,Knitted and Crocheted Apparel,22618350,2261835000,100
2364,367000,Plateer,105802,Software Development and Supply,8352707,4176353500,500
855,367360,DB Finance No.9 SPAC,116601,Activities Auxiliary to Financial Service Activities,4840000,484000000,100
1593,368600,ICH,33309,Other Manufacturing n.e.c.,16994265,8497132500,500
2312,368770,FIBERPRO,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,32854225,3285422500,100
1822,368970,OSP,31008,Manufacture of Livestock Feeds and Prepared Animal Feeds,9346160,4673080000,500
1336,369370,Blitzway,33304,Manufacture of Dolls Toys and Games,42492942,4249294200,100
2352,370090,Furonteer,32702,Manufacture of Instruments and Appliances for Measuring Checking Testing Navigating controlling and Other Purposes Except Optical Instruments,8181830,4161100000,500
2351,371950,POONGWON,32602,Manufacture of Electronic Components,21040488,10520244000,500
1956,372170,YSFC Co.Ltd,32902,Manufacture of Special-Purpose Machinery,7979048,797904800,100
2405,372290,Hana Must Seven SPAC,116601,Activities Auxiliary to Financial Service Activities,4304000,430400000,100
1611,372800,ITEYES,105802,Software Development and Supply,6026990,3013495000,500
775,372910,Hancom Lifecare,32701,Manufacture of Medical Appliances and Instruments,27674406,5534881200,200
1786,373170,MICUBE,105802,Software Development and Supply,4932651,493265100,100
2420,373200,HaAINC KOREA,33309,Other Manufacturing n.e.c.,18927000,1892700000,100
78,373220,LG Energy Solution,32802,Manufacture of Primary Cells and Batteries and Accumulators,234000000,117000000000,500
1948,373340,EUGENE SPAC VI,116601,Activities Auxiliary to Financial Service Activities,3020000,302000000,100
20,375500,DL E&amp;C,64102,Heavy Construction,38693623,214597295000,5000
2384,376180,picogram,33309,Other Manufacturing n.e.c.,18416858,1851685800,100
908,376190,LB Lusem,32601,Manufacture of Semiconductor,24600000,12800000000,500
1557,376290,CU TECH,32602,Manufacture of Electronic Components,17657500,8828750000,500
1158,376300,DEARU,105802,Software Development and Supply,23738406,11869203000,500
1048,376930,Noul,32701,Manufacture of Medical Appliances and Instruments,11453530,5726765000,500
1887,376980,Wanted Lab,105802,Software Development and Supply,9456696,4728348000,500
1235,377030,MAXST,105802,Software Development and Supply,19570882,9785441000,500
288,377190,D&amp;D Platform REIT,126801,Real Estate Activities with Own or Leased Property,64400000,64400000000,1000
2359,377220,From Bio,31007,Manufacture of Other Food Products,14155000,1415500000,100
628,377300,kakaopay,116601,Activities Auxiliary to Financial Service Activities,134101408,67050704000,500
2001,377330,EGT,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,8099454,4069727000,500
2415,377400,HI-6 SPAC,116601,Activities Auxiliary to Financial Service Activities,5407500,540750000,100
1221,377450,REFINE,106309,Other Information Service Activities,17330000,1733000000,100
1901,377460,WINIA AID,74608,Wholesale of Non-Specialized Goods,15393405,7696702500,500
1227,377480,MAUM.AI,105802,Software Development and Supply,6133533,3066766500,500
1376,377630,SAMSUNG SPAC Ⅳ,116601,Activities Auxiliary to Financial Service Activities,4020000,402000000,100
334,377740,BioNote,32103,Manufacture of Medical Supplies and Related Other Medicaments,102056048,51028024000,500
2389,378340,Philenergy,32902,Manufacture of Special-Purpose Machinery,10604441,5302220500,500
1408,378800,Shaperon,32101,Manufacture of Medicinal Chemicals Antibiotics and Biological Products,23071031,11535515500,500
816,378850,HS R&amp;A,33003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),18993623,9496811500,500
2597,379390,IHSUNGCNI,137201,Architectural Engineering and Related Technical Services,2841460,1420730000,500
1375,380320,SAMSUNG MUST SPAC V,116601,Activities Auxiliary to Financial Service Activities,4810000,481000000,100
502,380440,NH SPAC 19,116601,Activities Auxiliary to Financial Service Activities,10258000,5129000000,500
1838,380540,Opticore,32606,Manufacture of Magnetic and optical Medium,28137096,2813709600,100
637,381970,K Car,74501,Sale of Motor Vehicles,48086533,24043266500,500
2109,382480,G.I.Tech,32902,Manufacture of Special-Purpose Machinery,39357140,3935714000,100
2110,382800,GnBS eco,32902,Manufacture of Special-Purpose Machinery,7506003,3820327500,500
1885,382840,ONEJOON,32902,Manufacture of Special-Purpose Machinery,15271581,1527158100,100
1311,382900,BHF,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,8761000,4380500000,500
27,383220,F&amp;F,31401,Manufacture of Sewn Wearing Apparel Except Fur Apparel,38307075,3830707500,100
1732,383310,ECOPRO HN,32004,Manufacture of Other Chemical Products,15304932,7652466000,500
91,383800,LX Holdings,116409,Other Financial Intermediation,76280690,77745975000,1000
1179,383930,DT&amp;CRO,137001,Research and Experimental Development On Natural Sciences and Engineering,12694512,6347256000,500
2208,384470,CLS,105802,Software Development and Supply,11990349,5995174500,500
2464,386580,HANWHAPLUSNO2SPAC,116601,Activities Auxiliary to Financial Service Activities,4160000,416000000,100
2118,388050,G2Power,32801,Manufacture of Electric Motors Generators and Transforming Distributing and Controlling Apparatus of Electricity,18636519,9336209500,500
2606,388610,GFC Life Science,32004,Manufacture of Other Chemical Products,3084578,1542289000,500
1944,388720,YUIL,32902,Manufacture of Special-Purpose Machinery,8937846,4468923000,500
1188,388790,LiComm,32604,Manufacture of Telecommunication and Broadcasting Apparatuses,29913930,2991393000,100
